"","saison_annee","saison","journee","date","time","home","score","away","home_score","away_score"
"13965","1989/1990",58,4,"Samedi 5 août 1989","-","Olympique de Marseille","2 - 1","FC Metz",2,1
"13966","1989/1990",58,4,"Samedi 5 août 1989","-","AJ Auxerre","2 - 2","Toulouse FC",2,2
"13967","1989/1990",58,4,"Samedi 5 août 1989","-","Paris Saint-Germain","2 - 1","Montpellier Hérault SC",2,1
"13968","1989/1990",58,4,"Samedi 5 août 1989","-","AS Monaco","0 - 0","AS Saint-Etienne",0,0
"13969","1989/1990",58,4,"Samedi 5 août 1989","-","FC Mulhouse","4 - 0","SC Toulon",4,0
"13970","1989/1990",58,4,"Samedi 5 août 1989","-","Olympique Lyonnais","2 - 0","OGC Nice",2,0
"13971","1989/1990",58,4,"Samedi 5 août 1989","-","Stade Brestois 29","2 - 1","SM Caen",2,1
"13972","1989/1990",58,4,"Samedi 5 août 1989","-","AS Cannes","3 - 0","LOSC",3,0
"13973","1989/1990",58,5,"Samedi 12 août 1989","-","LOSC","0 - 1","Girondins de Bordeaux",0,1
"13974","1989/1990",58,5,"Samedi 12 août 1989","-","Toulouse FC","1 - 1","FC Nantes",1,1
"13975","1989/1990",58,5,"Samedi 12 août 1989","-","OGC Nice","1 - 1","Olympique de Marseille",1,1
"13976","1989/1990",58,5,"Samedi 12 août 1989","-","AS Saint-Etienne","1 - 2","Paris Saint-Germain",1,2
"13977","1989/1990",58,5,"Samedi 12 août 1989","-","SC Toulon","2 - 0","Stade Brestois 29",2,0
"13978","1989/1990",58,5,"Samedi 12 août 1989","-","FC Sochaux-Montbéliard","3 - 0","AS Cannes",3,0
"13979","1989/1990",58,5,"Samedi 12 août 1989","-","FC Metz","2 - 3","Olympique Lyonnais",2,3
"13980","1989/1990",58,5,"Samedi 12 août 1989","-","SM Caen","1 - 1","AS Monaco",1,1
"13981","1989/1990",58,5,"Samedi 12 août 1989","-","RC Paris","2 - 1","FC Mulhouse",2,1
"13982","1989/1990",58,5,"Samedi 12 août 1989","-","Montpellier Hérault SC","1 - 0","AJ Auxerre",1,0
"13983","1989/1990",58,6,"Samedi 19 août 1989","-","Girondins de Bordeaux","1 - 0","AS Saint-Etienne",1,0
"13984","1989/1990",58,6,"Samedi 19 août 1989","-","Olympique de Marseille","2 - 0","Montpellier Hérault SC",2,0
"13985","1989/1990",58,6,"Samedi 19 août 1989","-","Paris Saint-Germain","2 - 1","LOSC",2,1
"13986","1989/1990",58,6,"Samedi 19 août 1989","-","Olympique Lyonnais","0 - 4","FC Sochaux-Montbéliard",0,4
"13987","1989/1990",58,6,"Samedi 19 août 1989","-","FC Nantes","2 - 2","OGC Nice",2,2
"13988","1989/1990",58,6,"Samedi 19 août 1989","-","AS Monaco","2 - 0","Stade Brestois 29",2,0
"13989","1989/1990",58,6,"Samedi 19 août 1989","-","Toulouse FC","0 - 0","SC Toulon",0,0
"13990","1989/1990",58,6,"Samedi 19 août 1989","-","FC Mulhouse","2 - 2","FC Metz",2,2
"13991","1989/1990",58,6,"Samedi 19 août 1989","-","AJ Auxerre","2 - 0","RC Paris",2,0
"13992","1989/1990",58,6,"Samedi 19 août 1989","-","AS Cannes","3 - 1","SM Caen",3,1
"13993","1989/1990",58,7,"Samedi 26 août 1989","-","SM Caen","1 - 0","Girondins de Bordeaux",1,0
"13994","1989/1990",58,7,"Samedi 26 août 1989","-","Stade Brestois 29","0 - 1","Paris Saint-Germain",0,1
"13995","1989/1990",58,7,"Samedi 26 août 1989","-","RC Paris","1 - 1","Olympique de Marseille",1,1
"13996","1989/1990",58,7,"Samedi 26 août 1989","-","SC Toulon","2 - 0","AS Monaco",2,0
"13997","1989/1990",58,7,"Samedi 26 août 1989","-","FC Sochaux-Montbéliard","0 - 0","AJ Auxerre",0,0
"13998","1989/1990",58,7,"Samedi 26 août 1989","-","FC Metz","1 - 1","FC Nantes",1,1
"13999","1989/1990",58,7,"Samedi 26 août 1989","-","OGC Nice","1 - 1","Toulouse FC",1,1
"14000","1989/1990",58,7,"Samedi 26 août 1989","-","LOSC","1 - 1","FC Mulhouse",1,1
"14001","1989/1990",58,7,"Samedi 26 août 1989","-","Montpellier Hérault SC","2 - 0","Olympique Lyonnais",2,0
"14002","1989/1990",58,7,"Samedi 26 août 1989","-","AS Saint-Etienne","1 - 0","AS Cannes",1,0
"14003","1989/1990",58,8,"Mardi 29 août 1989","-","FC Mulhouse","1 - 2","AS Saint-Etienne",1,2
"14004","1989/1990",58,8,"Mercredi 30 août 1989","-","Girondins de Bordeaux","3 - 0","Stade Brestois 29",3,0
"14005","1989/1990",58,8,"Mercredi 30 août 1989","-","Olympique de Marseille","6 - 1","FC Sochaux-Montbéliard",6,1
"14006","1989/1990",58,8,"Mercredi 30 août 1989","-","Paris Saint-Germain","1 - 1","SC Toulon",1,1
"14007","1989/1990",58,8,"Mercredi 30 août 1989","-","FC Nantes","1 - 1","Montpellier Hérault SC",1,1
"14008","1989/1990",58,8,"Mercredi 30 août 1989","-","Toulouse FC","2 - 0","FC Metz",2,0
"14009","1989/1990",58,8,"Mercredi 30 août 1989","-","AS Cannes","0 - 0","AS Monaco",0,0
"14010","1989/1990",58,8,"Mercredi 30 août 1989","-","AJ Auxerre","3 - 0","SM Caen",3,0
"14011","1989/1990",58,8,"Mercredi 30 août 1989","-","OGC Nice","1 - 1","LOSC",1,1
"14012","1989/1990",58,8,"Mercredi 30 août 1989","-","Olympique Lyonnais","1 - 1","RC Paris",1,1
"14013","1989/1990",58,9,"Samedi 1 juillet 1989","-","SM Caen","2 - 0","FC Nantes",2,0
"14014","1989/1990",58,9,"Samedi 9 septembre 1989","-","RC Paris","2 - 2","Paris Saint-Germain",2,2
"14015","1989/1990",58,9,"Samedi 9 septembre 1989","-","SC Toulon","0 - 2","Girondins de Bordeaux",0,2
"14016","1989/1990",58,9,"Samedi 9 septembre 1989","-","FC Sochaux-Montbéliard","0 - 0","FC Mulhouse",0,0
"14017","1989/1990",58,9,"Samedi 9 septembre 1989","-","Montpellier Hérault SC","1 - 0","Toulouse FC",1,0
"14018","1989/1990",58,9,"Samedi 9 septembre 1989","-","AS Saint-Etienne","1 - 0","Olympique Lyonnais",1,0
"14019","1989/1990",58,9,"Samedi 9 septembre 1989","-","LOSC","2 - 1","AJ Auxerre",2,1
"14020","1989/1990",58,9,"Samedi 9 septembre 1989","-","FC Metz","0 - 0","OGC Nice",0,0
"14021","1989/1990",58,9,"Samedi 9 septembre 1989","-","Stade Brestois 29","2 - 0","AS Cannes",2,0
"14022","1989/1990",58,9,"Mercredi 22 novembre 1989","-","AS Monaco","1 - 3","Olympique de Marseille",1,3
"14023","1989/1990",58,10,"Samedi 16 septembre 1989","-","Girondins de Bordeaux","2 - 0","AS Cannes",2,0
"14024","1989/1990",58,10,"Samedi 16 septembre 1989","-","Paris Saint-Germain","2 - 1","AS Monaco",2,1
"14025","1989/1990",58,10,"Samedi 16 septembre 1989","-","Olympique de Marseille","2 - 0","AS Saint-Etienne",2,0
"14026","1989/1990",58,10,"Samedi 16 septembre 1989","-","FC Nantes","0 - 1","FC Sochaux-Montbéliard",0,1
"14027","1989/1990",58,10,"Samedi 16 septembre 1989","-","Toulouse FC","1 - 0","RC Paris",1,0
"14028","1989/1990",58,10,"Samedi 16 septembre 1989","-","AJ Auxerre","2 - 0","SC Toulon",2,0
"14029","1989/1990",58,10,"Samedi 16 septembre 1989","-","OGC Nice","3 - 0","Montpellier Hérault SC",3,0
"14030","1989/1990",58,10,"Samedi 16 septembre 1989","-","FC Mulhouse","2 - 0","Stade Brestois 29",2,0
"14031","1989/1990",58,10,"Samedi 16 septembre 1989","-","Olympique Lyonnais","2 - 1","LOSC",2,1
"14032","1989/1990",58,10,"Samedi 16 septembre 1989","-","FC Metz","0 - 0","SM Caen",0,0
"14033","1989/1990",58,11,"Vendredi 22 septembre 1989","-","AS Monaco","2 - 0","Girondins de Bordeaux",2,0
"14034","1989/1990",58,11,"Samedi 23 septembre 1989","-","SC Toulon","0 - 4","Olympique de Marseille",0,4
"14035","1989/1990",58,11,"Samedi 23 septembre 1989","-","AS Cannes","3 - 1","Paris Saint-Germain",3,1
"14036","1989/1990",58,11,"Samedi 23 septembre 1989","-","FC Sochaux-Montbéliard","1 - 0","Toulouse FC",1,0
"14037","1989/1990",58,11,"Samedi 23 septembre 1989","-","AS Saint-Etienne","4 - 1","AJ Auxerre",4,1
"14038","1989/1990",58,11,"Samedi 23 septembre 1989","-","Stade Brestois 29","0 - 2","Olympique Lyonnais",0,2
"14039","1989/1990",58,11,"Samedi 23 septembre 1989","-","LOSC","1 - 0","FC Nantes",1,0
"14040","1989/1990",58,11,"Samedi 23 septembre 1989","-","RC Paris","5 - 1","OGC Nice",5,1
"14041","1989/1990",58,11,"Samedi 23 septembre 1989","-","SM Caen","1 - 0","FC Mulhouse",1,0
"14042","1989/1990",58,11,"Samedi 23 septembre 1989","-","Montpellier Hérault SC","1 - 2","FC Metz",1,2
"14043","1989/1990",58,12,"Samedi 30 septembre 1989","-","Olympique de Marseille","1 - 0","Stade Brestois 29",1,0
"14044","1989/1990",58,12,"Samedi 30 septembre 1989","-","Paris Saint-Germain","1 - 1","Girondins de Bordeaux",1,1
"14045","1989/1990",58,12,"Samedi 30 septembre 1989","-","OGC Nice","2 - 4","FC Sochaux-Montbéliard",2,4
"14046","1989/1990",58,12,"Samedi 30 septembre 1989","-","Toulouse FC","3 - 1","LOSC",3,1
"14047","1989/1990",58,12,"Samedi 30 septembre 1989","-","Olympique Lyonnais","2 - 1","SM Caen",2,1
"14048","1989/1990",58,12,"Samedi 30 septembre 1989","-","FC Nantes","2 - 0","AS Saint-Etienne",2,0
"14049","1989/1990",58,12,"Samedi 30 septembre 1989","-","AJ Auxerre","0 - 0","AS Monaco",0,0
"14050","1989/1990",58,12,"Samedi 30 septembre 1989","-","FC Metz","0 - 0","SC Toulon",0,0
"14051","1989/1990",58,12,"Samedi 30 septembre 1989","-","FC Mulhouse","1 - 0","AS Cannes",1,0
"14052","1989/1990",58,12,"Samedi 30 septembre 1989","-","Montpellier Hérault SC","2 - 1","RC Paris",2,1
"14053","1989/1990",58,13,"Mardi 3 octobre 1989","-","SC Toulon","1 - 1","OGC Nice",1,1
"14054","1989/1990",58,13,"Mercredi 4 octobre 1989","-","Girondins de Bordeaux","1 - 0","FC Mulhouse",1,0
"14055","1989/1990",58,13,"Mercredi 4 octobre 1989","-","LOSC","2 - 0","Olympique de Marseille",2,0
"14056","1989/1990",58,13,"Mercredi 4 octobre 1989","-","FC Sochaux-Montbéliard","3 - 1","Montpellier Hérault SC",3,1
"14057","1989/1990",58,13,"Mercredi 4 octobre 1989","-","AS Saint-Etienne","0 - 3","Toulouse FC",0,3
"14058","1989/1990",58,13,"Mercredi 4 octobre 1989","-","SM Caen","2 - 0","Paris Saint-Germain",2,0
"14059","1989/1990",58,13,"Mercredi 4 octobre 1989","-","AS Monaco","0 - 0","FC Nantes",0,0
"14060","1989/1990",58,13,"Mercredi 4 octobre 1989","-","AS Cannes","2 - 1","Olympique Lyonnais",2,1
"14061","1989/1990",58,13,"Mercredi 4 octobre 1989","-","Stade Brestois 29","2 - 1","AJ Auxerre",2,1
"14062","1989/1990",58,13,"Vendredi 6 octobre 1989","-","RC Paris","1 - 1","FC Metz",1,1
"14063","1989/1990",58,14,"Vendredi 13 octobre 1989","-","Olympique Lyonnais","0 - 2","AS Monaco",0,2
"14064","1989/1990",58,14,"Samedi 14 octobre 1989","-","AJ Auxerre","1 - 1","Girondins de Bordeaux",1,1
"14065","1989/1990",58,14,"Samedi 14 octobre 1989","-","Olympique de Marseille","1 - 1","AS Cannes",1,1
"14066","1989/1990",58,14,"Samedi 14 octobre 1989","-","Toulouse FC","2 - 1","SM Caen",2,1
"14067","1989/1990",58,14,"Samedi 14 octobre 1989","-","FC Metz","2 - 0","FC Sochaux-Montbéliard",2,0
"14068","1989/1990",58,14,"Samedi 14 octobre 1989","-","FC Mulhouse","1 - 0","Paris Saint-Germain",1,0
"14069","1989/1990",58,14,"Samedi 14 octobre 1989","-","FC Nantes","1 - 0","Stade Brestois 29",1,0
"14070","1989/1990",58,14,"Samedi 14 octobre 1989","-","Montpellier Hérault SC","3 - 0","SC Toulon",3,0
"14071","1989/1990",58,14,"Samedi 14 octobre 1989","-","OGC Nice","1 - 3","AS Saint-Etienne",1,3
"14072","1989/1990",58,14,"Samedi 14 octobre 1989","-","RC Paris","2 - 0","LOSC",2,0
"14073","1989/1990",58,15,"Samedi 21 octobre 1989","-","Girondins de Bordeaux","3 - 0","Olympique de Marseille",3,0
"14074","1989/1990",58,15,"Samedi 21 octobre 1989","-","FC Sochaux-Montbéliard","2 - 0","RC Paris",2,0
"14075","1989/1990",58,15,"Samedi 21 octobre 1989","-","Stade Brestois 29","0 - 0","Toulouse FC",0,0
"14076","1989/1990",58,15,"Samedi 21 octobre 1989","-","SC Toulon","0 - 0","FC Nantes",0,0
"14077","1989/1990",58,15,"Samedi 21 octobre 1989","-","AS Monaco","0 - 0","FC Mulhouse",0,0
"14078","1989/1990",58,15,"Samedi 21 octobre 1989","-","Paris Saint-Germain","0 - 1","Olympique Lyonnais",0,1
"14079","1989/1990",58,15,"Samedi 21 octobre 1989","-","AS Saint-Etienne","4 - 3","FC Metz",4,3
"14080","1989/1990",58,15,"Samedi 21 octobre 1989","-","AS Cannes","2 - 2","AJ Auxerre",2,2
"14081","1989/1990",58,15,"Samedi 21 octobre 1989","-","LOSC","1 - 0","Montpellier Hérault SC",1,0
"14082","1989/1990",58,15,"Samedi 21 octobre 1989","-","SM Caen","1 - 1","OGC Nice",1,1
"14083","1989/1990",58,16,"Jeudi 26 octobre 1989","-","Toulouse FC","0 - 1","AS Monaco",0,1
"14084","1989/1990",58,16,"Vendredi 27 octobre 1989","-","Olympique de Marseille","2 - 1","Paris Saint-Germain",2,1
"14085","1989/1990",58,16,"Samedi 28 octobre 1989","-","Olympique Lyonnais","0 - 0","Girondins de Bordeaux",0,0
"14086","1989/1990",58,16,"Samedi 28 octobre 1989","-","FC Sochaux-Montbéliard","5 - 0","SM Caen",5,0
"14087","1989/1990",58,16,"Samedi 28 octobre 1989","-","FC Nantes","1 - 0","AS Cannes",1,0
"14088","1989/1990",58,16,"Samedi 28 octobre 1989","-","Montpellier Hérault SC","3 - 3","AS Saint-Etienne",3,3
"14089","1989/1990",58,16,"Samedi 28 octobre 1989","-","RC Paris","0 - 2","SC Toulon",0,2
"14090","1989/1990",58,16,"Samedi 28 octobre 1989","-","AJ Auxerre","3 - 1","FC Mulhouse",3,1
"14091","1989/1990",58,16,"Samedi 28 octobre 1989","-","FC Metz","1 - 1","LOSC",1,1
"14092","1989/1990",58,16,"Samedi 28 octobre 1989","-","OGC Nice","0 - 1","Stade Brestois 29",0,1
"14093","1989/1990",58,17,"Samedi 4 novembre 1989","-","Girondins de Bordeaux","3 - 0","FC Nantes",3,0
"14094","1989/1990",58,17,"Samedi 4 novembre 1989","-","FC Mulhouse","1 - 2","Olympique de Marseille",1,2
"14095","1989/1990",58,17,"Samedi 4 novembre 1989","-","LOSC","5 - 0","FC Sochaux-Montbéliard",5,0
"14096","1989/1990",58,17,"Samedi 4 novembre 1989","-","AS Cannes","2 - 2","Toulouse FC",2,2
"14097","1989/1990",58,17,"Samedi 4 novembre 1989","-","AS Monaco","1 - 0","OGC Nice",1,0
"14098","1989/1990",58,17,"Samedi 4 novembre 1989","-","Paris Saint-Germain","1 - 1","AJ Auxerre",1,1
"14099","1989/1990",58,17,"Samedi 4 novembre 1989","-","SC Toulon","1 - 1","Olympique Lyonnais",1,1
"14100","1989/1990",58,17,"Samedi 4 novembre 1989","-","AS Saint-Etienne","0 - 1","RC Paris",0,1
"14101","1989/1990",58,17,"Samedi 4 novembre 1989","-","SM Caen","3 - 2","Montpellier Hérault SC",3,2
"14102","1989/1990",58,17,"Samedi 4 novembre 1989","-","Stade Brestois 29","2 - 0","FC Metz",2,0
"14103","1989/1990",58,18,"Mardi 7 novembre 1989","-","Toulouse FC","0 - 1","Girondins de Bordeaux",0,1
"14104","1989/1990",58,18,"Mercredi 8 novembre 1989","-","Olympique de Marseille","1 - 1","AJ Auxerre",1,1
"14105","1989/1990",58,18,"Mercredi 8 novembre 1989","-","FC Sochaux-Montbéliard","2 - 3","AS Saint-Etienne",2,3
"14106","1989/1990",58,18,"Mercredi 8 novembre 1989","-","FC Metz","1 - 0","AS Monaco",1,0
"14107","1989/1990",58,18,"Mercredi 8 novembre 1989","-","Olympique Lyonnais","3 - 1","FC Mulhouse",3,1
"14108","1989/1990",58,18,"Mercredi 8 novembre 1989","-","FC Nantes","0 - 1","Paris Saint-Germain",0,1
"14109","1989/1990",58,18,"Mercredi 8 novembre 1989","-","LOSC","3 - 0","SC Toulon",3,0
"14110","1989/1990",58,18,"Mercredi 8 novembre 1989","-","RC Paris","0 - 0","SM Caen",0,0
"14111","1989/1990",58,18,"Mercredi 8 novembre 1989","-","Montpellier Hérault SC","1 - 1","Stade Brestois 29",1,1
"14112","1989/1990",58,18,"Mercredi 8 novembre 1989","-","OGC Nice","2 - 0","AS Cannes",2,0
"14113","1989/1990",58,19,"Samedi 11 novembre 1989","-","Girondins de Bordeaux","3 - 0","OGC Nice",3,0
"14114","1989/1990",58,19,"Samedi 11 novembre 1989","-","SM Caen","0 - 2","Olympique de Marseille",0,2
"14115","1989/1990",58,19,"Samedi 11 novembre 1989","-","Paris Saint-Germain","0 - 1","Toulouse FC",0,1
"14116","1989/1990",58,19,"Samedi 11 novembre 1989","-","SC Toulon","2 - 1","FC Sochaux-Montbéliard",2,1
"14117","1989/1990",58,19,"Samedi 11 novembre 1989","-","AS Monaco","1 - 0","Montpellier Hérault SC",1,0
"14118","1989/1990",58,19,"Samedi 11 novembre 1989","-","AJ Auxerre","0 - 1","Olympique Lyonnais",0,1
"14119","1989/1990",58,19,"Samedi 11 novembre 1989","-","FC Mulhouse","0 - 2","FC Nantes",0,2
"14120","1989/1990",58,19,"Samedi 11 novembre 1989","-","AS Saint-Etienne","2 - 1","LOSC",2,1
"14121","1989/1990",58,19,"Samedi 11 novembre 1989","-","AS Cannes","1 - 0","FC Metz",1,0
"14122","1989/1990",58,19,"Samedi 11 novembre 1989","-","Stade Brestois 29","2 - 0","RC Paris",2,0
"14123","1989/1990",58,20,"Vendredi 24 novembre 1989","-","RC Paris","1 - 3","Girondins de Bordeaux",1,3
"14124","1989/1990",58,20,"Samedi 25 novembre 1989","-","FC Nantes","0 - 0","Olympique de Marseille",0,0
"14125","1989/1990",58,20,"Samedi 25 novembre 1989","-","FC Sochaux-Montbéliard","1 - 0","AS Monaco",1,0
"14126","1989/1990",58,20,"Samedi 25 novembre 1989","-","Toulouse FC","0 - 0","Olympique Lyonnais",0,0
"14127","1989/1990",58,20,"Samedi 25 novembre 1989","-","AS Saint-Etienne","0 - 0","SM Caen",0,0
"14128","1989/1990",58,20,"Samedi 25 novembre 1989","-","FC Metz","0 - 1","Paris Saint-Germain",0,1
"14129","1989/1990",58,20,"Samedi 25 novembre 1989","-","SC Toulon","0 - 1","AS Cannes",0,1
"14130","1989/1990",58,20,"Samedi 25 novembre 1989","-","LOSC","1 - 2","Stade Brestois 29",1,2
"14131","1989/1990",58,20,"Samedi 25 novembre 1989","-","OGC Nice","1 - 1","AJ Auxerre",1,1
"14132","1989/1990",58,20,"Samedi 25 novembre 1989","-","Montpellier Hérault SC","3 - 3","FC Mulhouse",3,3
"14133","1989/1990",58,21,"Vendredi 1 décembre 1989","-","AJ Auxerre","1 - 1","FC Metz",1,1
"14134","1989/1990",58,21,"Samedi 2 décembre 1989","-","Paris Saint-Germain","1 - 0","FC Sochaux-Montbéliard",1,0
"14135","1989/1990",58,21,"Dimanche 3 décembre 1989","-","Girondins de Bordeaux","2 - 0","Montpellier Hérault SC",2,0
"14136","1989/1990",58,21,"Dimanche 3 décembre 1989","-","Olympique de Marseille","6 - 1","Toulouse FC",6,1
"14137","1989/1990",58,21,"Dimanche 3 décembre 1989","-","AS Monaco","1 - 1","LOSC",1,1
"14138","1989/1990",58,21,"Dimanche 3 décembre 1989","-","Stade Brestois 29","0 - 0","AS Saint-Etienne",0,0
"14139","1989/1990",58,21,"Dimanche 3 décembre 1989","-","SM Caen","2 - 2","SC Toulon",2,2
"14140","1989/1990",58,21,"Dimanche 3 décembre 1989","-","AS Cannes","3 - 1","RC Paris",3,1
"14141","1989/1990",58,21,"Dimanche 3 décembre 1989","-","FC Mulhouse","1 - 0","OGC Nice",1,0
"14142","1989/1990",58,21,"Mardi 13 mars 1990","-","Olympique Lyonnais","0 - 0","FC Nantes",0,0
"14143","1989/1990",58,22,"Samedi 9 décembre 1989","-","AS Saint-Etienne","0 - 2","AS Monaco",0,2
"14144","1989/1990",58,22,"Dimanche 10 décembre 1989","-","FC Sochaux-Montbéliard","2 - 0","Girondins de Bordeaux",2,0
"14145","1989/1990",58,22,"Dimanche 10 décembre 1989","-","FC Metz","3 - 2","Olympique de Marseille",3,2
"14146","1989/1990",58,22,"Dimanche 10 décembre 1989","-","Toulouse FC","1 - 1","AJ Auxerre",1,1
"14147","1989/1990",58,22,"Dimanche 10 décembre 1989","-","Montpellier Hérault SC","2 - 0","Paris Saint-Germain",2,0
"14148","1989/1990",58,22,"Dimanche 10 décembre 1989","-","OGC Nice","1 - 0","Olympique Lyonnais",1,0
"14149","1989/1990",58,22,"Dimanche 10 décembre 1989","-","SC Toulon","2 - 1","FC Mulhouse",2,1
"14150","1989/1990",58,22,"Dimanche 10 décembre 1989","-","LOSC","2 - 1","AS Cannes",2,1
"14151","1989/1990",58,22,"Dimanche 10 décembre 1989","-","RC Paris","2 - 1","FC Nantes",2,1
"14152","1989/1990",58,22,"Dimanche 10 décembre 1989","-","SM Caen","2 - 1","Stade Brestois 29",2,1
"14153","1989/1990",58,23,"Samedi 16 décembre 1989","-","FC Nantes","0 - 1","Toulouse FC",0,1
"14154","1989/1990",58,23,"Dimanche 17 décembre 1989","-","Girondins de Bordeaux","3 - 1","LOSC",3,1
"14155","1989/1990",58,23,"Dimanche 17 décembre 1989","-","Olympique de Marseille","3 - 0","OGC Nice",3,0
"14156","1989/1990",58,23,"Dimanche 17 décembre 1989","-","AS Cannes","1 - 1","FC Sochaux-Montbéliard",1,1
"14157","1989/1990",58,23,"Dimanche 17 décembre 1989","-","AS Monaco","2 - 1","SM Caen",2,1
"14158","1989/1990",58,23,"Dimanche 17 décembre 1989","-","Paris Saint-Germain","2 - 0","AS Saint-Etienne",2,0
"14159","1989/1990",58,23,"Dimanche 17 décembre 1989","-","Olympique Lyonnais","0 - 0","FC Metz",0,0
"14160","1989/1990",58,23,"Dimanche 17 décembre 1989","-","AJ Auxerre","2 - 1","Montpellier Hérault SC",2,1
"14161","1989/1990",58,23,"Dimanche 17 décembre 1989","-","Stade Brestois 29","2 - 1","SC Toulon",2,1
"14162","1989/1990",58,23,"Dimanche 17 décembre 1989","-","FC Mulhouse","4 - 2","RC Paris",4,2
"14163","1989/1990",58,24,"Dimanche 4 février 1990","-","AS Saint-Etienne","1 - 1","Girondins de Bordeaux",1,1
"14164","1989/1990",58,24,"Dimanche 4 février 1990","-","Montpellier Hérault SC","1 - 1","Olympique de Marseille",1,1
"14165","1989/1990",58,24,"Dimanche 4 février 1990","-","FC Sochaux-Montbéliard","1 - 0","Olympique Lyonnais",1,0
"14166","1989/1990",58,24,"Dimanche 4 février 1990","-","Stade Brestois 29","1 - 1","AS Monaco",1,1
"14167","1989/1990",58,24,"Dimanche 4 février 1990","-","SC Toulon","0 - 0","Toulouse FC",0,0
"14168","1989/1990",58,24,"Dimanche 4 février 1990","-","LOSC","2 - 0","Paris Saint-Germain",2,0
"14169","1989/1990",58,24,"Dimanche 4 février 1990","-","OGC Nice","1 - 2","FC Nantes",1,2
"14170","1989/1990",58,24,"Dimanche 4 février 1990","-","RC Paris","3 - 1","AJ Auxerre",3,1
"14171","1989/1990",58,24,"Dimanche 4 février 1990","-","SM Caen","1 - 0","AS Cannes",1,0
"14172","1989/1990",58,24,"Dimanche 4 février 1990","-","FC Metz","1 - 1","FC Mulhouse",1,1
"14173","1989/1990",58,25,"Vendredi 9 février 1990","-","AS Cannes","0 - 0","AS Saint-Etienne",0,0
"14174","1989/1990",58,25,"Dimanche 11 février 1990","-","Girondins de Bordeaux","2 - 1","SM Caen",2,1
"14175","1989/1990",58,25,"Dimanche 11 février 1990","-","Olympique de Marseille","4 - 1","RC Paris",4,1
"14176","1989/1990",58,25,"Dimanche 11 février 1990","-","AJ Auxerre","1 - 1","FC Sochaux-Montbéliard",1,1
"14177","1989/1990",58,25,"Dimanche 11 février 1990","-","AS Monaco","2 - 1","SC Toulon",2,1
"14178","1989/1990",58,25,"Dimanche 11 février 1990","-","Toulouse FC","0 - 1","OGC Nice",0,1
"14179","1989/1990",58,25,"Dimanche 11 février 1990","-","Paris Saint-Germain","3 - 1","Stade Brestois 29",3,1
"14180","1989/1990",58,25,"Dimanche 11 février 1990","-","Olympique Lyonnais","3 - 1","Montpellier Hérault SC",3,1
"14181","1989/1990",58,25,"Dimanche 11 février 1990","-","FC Nantes","0 - 0","FC Metz",0,0
"14182","1989/1990",58,25,"Dimanche 11 février 1990","-","FC Mulhouse","2 - 1","LOSC",2,1
"14183","1989/1990",58,26,"Mercredi 21 février 1990","-","Stade Brestois 29","2 - 0","Girondins de Bordeaux",2,0
"14184","1989/1990",58,26,"Mercredi 21 février 1990","-","AS Monaco","0 - 0","AS Cannes",0,0
"14185","1989/1990",58,26,"Mercredi 21 février 1990","-","SC Toulon","0 - 3","Paris Saint-Germain",0,3
"14186","1989/1990",58,26,"Mercredi 21 février 1990","-","RC Paris","0 - 1","Olympique Lyonnais",0,1
"14187","1989/1990",58,26,"Mercredi 21 février 1990","-","FC Metz","3 - 0","Toulouse FC",3,0
"14188","1989/1990",58,26,"Mercredi 21 février 1990","-","AS Saint-Etienne","3 - 0","FC Mulhouse",3,0
"14189","1989/1990",58,26,"Mercredi 21 février 1990","-","LOSC","1 - 1","OGC Nice",1,1
"14190","1989/1990",58,26,"Mercredi 21 février 1990","-","Montpellier Hérault SC","2 - 1","FC Nantes",2,1
"14191","1989/1990",58,26,"Mercredi 21 février 1990","-","SM Caen","1 - 0","AJ Auxerre",1,0
"14192","1989/1990",58,26,"Mercredi 14 mars 1990","-","FC Sochaux-Montbéliard","0 - 2","Olympique de Marseille",0,2
"14193","1989/1990",58,27,"Dimanche 25 février 1990","-","Girondins de Bordeaux","2 - 1","SC Toulon",2,1
"14194","1989/1990",58,27,"Dimanche 25 février 1990","-","Olympique de Marseille","2 - 2","AS Monaco",2,2
"14195","1989/1990",58,27,"Dimanche 25 février 1990","-","FC Mulhouse","1 - 2","FC Sochaux-Montbéliard",1,2
"14196","1989/1990",58,27,"Dimanche 25 février 1990","-","Paris Saint-Germain","1 - 2","RC Paris",1,2
"14197","1989/1990",58,27,"Dimanche 25 février 1990","-","Olympique Lyonnais","0 - 0","AS Saint-Etienne",0,0
"14198","1989/1990",58,27,"Dimanche 25 février 1990","-","Toulouse FC","0 - 0","Montpellier Hérault SC",0,0
"14199","1989/1990",58,27,"Dimanche 25 février 1990","-","AJ Auxerre","3 - 0","LOSC",3,0
"14200","1989/1990",58,27,"Dimanche 25 février 1990","-","FC Nantes","0 - 0","SM Caen",0,0
"14201","1989/1990",58,27,"Dimanche 25 février 1990","-","OGC Nice","0 - 0","FC Metz",0,0
"14202","1989/1990",58,27,"Dimanche 25 février 1990","-","AS Cannes","1 - 1","Stade Brestois 29",1,1
"14203","1989/1990",58,28,"Vendredi 2 mars 1990","-","AS Monaco","2 - 0","Paris Saint-Germain",2,0
