"","saison_annee","saison","journee","date","time","home","score","away","home_score","away_score"
"3538","1960/1961",29,33,"Dimanche 30 avril 1961","-","ESTAC Troyes","3 - 2","Limoges FC",3,2
"3539","1960/1961",29,34,"Mercredi 10 mai 1961","-","RC Paris","4 - 2","AS Saint-Etienne",4,2
"3540","1960/1961",29,34,"Jeudi 11 mai 1961","-","Angers SCO","1 - 4","AS Monaco",1,4
"3541","1960/1961",29,34,"Jeudi 11 mai 1961","-","Valenciennes FC","0 - 2","Stade de Reims",0,2
"3542","1960/1961",29,34,"Jeudi 11 mai 1961","-","Nîmes Olympique","5 - 0","CS Sedan",5,0
"3543","1960/1961",29,34,"Jeudi 11 mai 1961","-","Limoges FC","3 - 2","FC Rouen 1899",3,2
"3544","1960/1961",29,34,"Jeudi 11 mai 1961","-","FC Nancy","2 - 0","Stade Rennais FC",2,0
"3545","1960/1961",29,34,"Jeudi 11 mai 1961","-","RC Lens","1 - 0","OGC Nice",1,0
"3546","1960/1961",29,34,"Jeudi 11 mai 1961","-","Havre AC","5 - 2","ESTAC Troyes",5,2
"3547","1960/1961",29,34,"Jeudi 11 mai 1961","-","Toulouse FC","2 - 1","Grenoble Foot 38",2,1
"3548","1960/1961",29,34,"Mercredi 31 mai 1961","-","Olympique Lyonnais","2 - 1","Stade Français",2,1
"3549","1960/1961",29,35,"Samedi 13 mai 1961","-","FC Rouen 1899","2 - 1","Stade de Reims",2,1
"3550","1960/1961",29,35,"Samedi 13 mai 1961","-","CS Sedan","2 - 1","Valenciennes FC",2,1
"3551","1960/1961",29,35,"Samedi 13 mai 1961","-","Grenoble Foot 38","2 - 2","FC Nancy",2,2
"3552","1960/1961",29,35,"Dimanche 14 mai 1961","-","RC Paris","3 - 0","AS Monaco",3,0
"3553","1960/1961",29,35,"Dimanche 14 mai 1961","-","Nîmes Olympique","3 - 2","Angers SCO",3,2
"3554","1960/1961",29,35,"Dimanche 14 mai 1961","-","AS Saint-Etienne","2 - 1","Havre AC",2,1
"3555","1960/1961",29,35,"Dimanche 14 mai 1961","-","OGC Nice","0 - 0","Stade Français",0,0
"3556","1960/1961",29,35,"Dimanche 14 mai 1961","-","ESTAC Troyes","1 - 3","RC Lens",1,3
"3557","1960/1961",29,35,"Dimanche 14 mai 1961","-","Stade Rennais FC","6 - 1","Olympique Lyonnais",6,1
"3558","1960/1961",29,35,"Dimanche 14 mai 1961","-","Limoges FC","1 - 1","Toulouse FC",1,1
"3559","1960/1961",29,36,"Jeudi 18 mai 1961","-","Angers SCO","5 - 1","ESTAC Troyes",5,1
"3560","1960/1961",29,36,"Vendredi 19 mai 1961","-","Toulouse FC","1 - 1","RC Paris",1,1
"3561","1960/1961",29,36,"Samedi 20 mai 1961","-","AS Monaco","3 - 0","AS Saint-Etienne",3,0
"3562","1960/1961",29,36,"Samedi 20 mai 1961","-","Stade de Reims","1 - 1","Stade Rennais FC",1,1
"3563","1960/1961",29,36,"Samedi 20 mai 1961","-","RC Lens","2 - 1","Nîmes Olympique",2,1
"3564","1960/1961",29,36,"Samedi 20 mai 1961","-","Grenoble Foot 38","3 - 1","OGC Nice",3,1
"3565","1960/1961",29,36,"Samedi 20 mai 1961","-","Olympique Lyonnais","1 - 3","Havre AC",1,3
"3566","1960/1961",29,36,"Samedi 20 mai 1961","-","Valenciennes FC","3 - 1","Limoges FC",3,1
"3567","1960/1961",29,36,"Dimanche 21 mai 1961","-","FC Nancy","0 - 1","FC Rouen 1899",0,1
